Alpha;Beta;Gamma;Eredmény;Ütközés;Min_Távolság;Lépésszám;Átlag_Sebesség
3;7;7;SIKER;False;0.15;204;0.479
3;7;8;SIKER;False;0.15;205;0.477
3;7;9;SIKER;False;0.151;205;0.477
3;7;10;SIKER;False;0.151;205;0.478
3;8;0;TIMEOUT;False;0.447;599;0.377
3;8;1;TIMEOUT;False;0.316;599;0.42
3;8;2;SIKER;False;0.153;394;0.439
3;8;3;SIKER;False;0.15;219;0.442
3;8;4;SIKER;False;0.151;222;0.461
3;8;5;SIKER;False;0.151;208;0.472
3;8;6;SIKER;False;0.15;214;0.462
3;8;7;SIKER;False;0.15;204;0.479
3;8;8;SIKER;False;0.15;205;0.477
3;8;9;SIKER;False;0.151;205;0.477
3;8;10;SIKER;False;0.151;205;0.478
3;9;0;TIMEOUT;False;0.447;599;0.377
3;9;1;TIMEOUT;False;0.316;599;0.42
3;9;2;SIKER;False;0.153;394;0.439
3;9;3;SIKER;False;0.15;219;0.442
3;9;4;SIKER;False;0.151;222;0.461
3;9;5;SIKER;False;0.151;208;0.472
3;9;6;SIKER;False;0.15;214;0.462
3;9;7;SIKER;False;0.15;204;0.479
3;9;8;SIKER;False;0.15;205;0.477
3;9;9;SIKER;False;0.151;205;0.477
3;9;10;SIKER;False;0.151;205;0.478
3;10;0;TIMEOUT;False;0.447;599;0.377
3;10;1;TIMEOUT;False;0.316;599;0.42
3;10;2;SIKER;False;0.153;394;0.439
3;10;3;SIKER;False;0.15;219;0.442
3;10;4;SIKER;False;0.151;222;0.461
3;10;5;SIKER;False;0.151;208;0.472
3;10;6;SIKER;False;0.15;214;0.462
3;10;7;SIKER;False;0.15;204;0.479
3;10;8;SIKER;False;0.15;205;0.477
3;10;9;SIKER;False;0.151;205;0.477
3;10;10;SIKER;False;0.151;205;0.478
4;0;0;TIMEOUT;False;0.135;599;0.026
4;0;1;TIMEOUT;False;0.139;599;0.026
4;0;2;TIMEOUT;False;0.14;599;0.028
4;0;3;TIMEOUT;False;0.14;599;0.028
4;0;4;TIMEOUT;False;0.078;599;0.04
4;0;5;TIMEOUT;False;0.078;599;0.04
4;0;6;TIMEOUT;False;0.067;599;0.041
4;0;7;TIMEOUT;False;0.067;599;0.041
4;0;8;TIMEOUT;False;0.11;599;0.043
4;0;9;TIMEOUT;False;0.11;599;0.043
4;0;10;TIMEOUT;False;0.1;599;0.045
4;1;0;TIMEOUT;False;0.447;599;0.377
4;1;1;ÜTKÖZÉS;True;-0.02;137;0.397
4;1;2;TIMEOUT;False;0.069;599;0.421
4;1;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;1;4;SIKER;False;0.15;219;0.442
4;1;5;SIKER;False;0.153;212;0.459
4;1;6;SIKER;False;0.151;219;0.463
4;1;7;SIKER;False;0.15;216;0.46
4;1;8;SIKER;False;0.15;214;0.462
4;1;9;SIKER;False;0.151;205;0.477
4;1;10;SIKER;False;0.15;204;0.479
4;2;0;TIMEOUT;False;0.447;599;0.377
4;2;1;ÜTKÖZÉS;True;-0.02;137;0.397
4;2;2;TIMEOUT;False;0.069;599;0.421
4;2;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;2;4;SIKER;False;0.15;219;0.442
4;2;5;SIKER;False;0.153;212;0.459
4;2;6;SIKER;False;0.151;219;0.463
4;2;7;SIKER;False;0.15;216;0.46
4;2;8;SIKER;False;0.15;214;0.462
4;2;9;SIKER;False;0.151;205;0.477
4;2;10;SIKER;False;0.15;204;0.479
4;3;0;TIMEOUT;False;0.447;599;0.377
4;3;1;ÜTKÖZÉS;True;-0.02;137;0.397
4;3;2;TIMEOUT;False;0.069;599;0.421
4;3;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;3;4;SIKER;False;0.15;219;0.442
4;3;5;SIKER;False;0.153;212;0.459
4;3;6;SIKER;False;0.151;219;0.463
4;3;7;SIKER;False;0.15;216;0.46
4;3;8;SIKER;False;0.15;214;0.462
4;3;9;SIKER;False;0.151;205;0.477
4;3;10;SIKER;False;0.15;204;0.479
4;4;0;TIMEOUT;False;0.447;599;0.377
4;4;1;ÜTKÖZÉS;True;-0.02;137;0.397
4;4;2;TIMEOUT;False;0.069;599;0.421
4;4;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;4;4;SIKER;False;0.15;219;0.442
4;4;5;SIKER;False;0.153;212;0.459
4;4;6;SIKER;False;0.151;219;0.463
4;4;7;SIKER;False;0.15;216;0.46
4;4;8;SIKER;False;0.15;214;0.462
4;4;9;SIKER;False;0.151;205;0.477
4;4;10;SIKER;False;0.15;204;0.479
4;5;0;TIMEOUT;False;0.447;599;0.377
4;5;1;ÜTKÖZÉS;True;-0.02;137;0.397
4;5;2;TIMEOUT;False;0.069;599;0.421
4;5;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;5;4;SIKER;False;0.15;219;0.442
4;5;5;SIKER;False;0.153;212;0.459
4;5;6;SIKER;False;0.151;219;0.463
4;5;7;SIKER;False;0.15;216;0.46
4;5;8;SIKER;False;0.15;214;0.462
4;5;9;SIKER;False;0.151;205;0.477
4;5;10;SIKER;False;0.15;204;0.479
4;6;0;TIMEOUT;False;0.447;599;0.377
4;6;1;ÜTKÖZÉS;True;-0.02;137;0.397
4;6;2;TIMEOUT;False;0.069;599;0.421
4;6;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;6;4;SIKER;False;0.15;219;0.442
4;6;5;SIKER;False;0.153;212;0.459
4;6;6;SIKER;False;0.151;219;0.463
4;6;7;SIKER;False;0.15;216;0.46
4;6;8;SIKER;False;0.15;214;0.462
4;6;9;SIKER;False;0.151;205;0.477
4;6;10;SIKER;False;0.15;204;0.479
4;7;0;TIMEOUT;False;0.447;599;0.377
4;7;1;ÜTKÖZÉS;True;-0.02;137;0.397
4;7;2;TIMEOUT;False;0.069;599;0.421
4;7;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;7;4;SIKER;False;0.15;219;0.442
4;7;5;SIKER;False;0.153;212;0.459
4;7;6;SIKER;False;0.151;219;0.463
4;7;7;SIKER;False;0.15;216;0.46
4;7;8;SIKER;False;0.15;214;0.462
4;7;9;SIKER;False;0.151;205;0.477
4;7;10;SIKER;False;0.15;204;0.479
4;8;0;TIMEOUT;False;0.447;599;0.377
4;8;1;ÜTKÖZÉS;True;-0.002;136;0.402
4;8;2;TIMEOUT;False;0.069;599;0.421
4;8;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;8;4;SIKER;False;0.15;219;0.442
4;8;5;SIKER;False;0.153;212;0.459
4;8;6;SIKER;False;0.151;219;0.463
4;8;7;SIKER;False;0.15;216;0.46
4;8;8;SIKER;False;0.15;214;0.462
4;8;9;SIKER;False;0.151;205;0.477
4;8;10;SIKER;False;0.15;204;0.479
4;9;0;TIMEOUT;False;0.447;599;0.377
4;9;1;ÜTKÖZÉS;True;-0.002;136;0.402
4;9;2;TIMEOUT;False;0.069;599;0.421
4;9;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;9;4;SIKER;False;0.15;219;0.442
4;9;5;SIKER;False;0.153;212;0.459
4;9;6;SIKER;False;0.151;219;0.463
4;9;7;SIKER;False;0.15;216;0.46
4;9;8;SIKER;False;0.15;214;0.462
4;9;9;SIKER;False;0.151;205;0.477
4;9;10;SIKER;False;0.15;204;0.479
4;10;0;TIMEOUT;False;0.447;599;0.377
4;10;1;ÜTKÖZÉS;True;-0.002;136;0.402
4;10;2;TIMEOUT;False;0.069;599;0.421
4;10;3;ÜTKÖZÉS;True;-0.003;136;0.435
4;10;4;SIKER;False;0.15;219;0.442
4;10;5;SIKER;False;0.153;212;0.459
4;10;6;SIKER;False;0.151;219;0.463
4;10;7;SIKER;False;0.15;216;0.46
4;10;8;SIKER;False;0.15;214;0.462
4;10;9;SIKER;False;0.151;205;0.477
4;10;10;SIKER;False;0.15;204;0.479
5;0;0;TIMEOUT;False;0.135;599;0.026
5;0;1;TIMEOUT;False;0.139;599;0.026
5;0;2;TIMEOUT;False;0.139;599;0.026
5;0;3;TIMEOUT;False;0.14;599;0.028
5;0;4;TIMEOUT;False;0.14;599;0.028
5;0;5;TIMEOUT;False;0.078;599;0.04
5;0;6;TIMEOUT;False;0.078;599;0.04
5;0;7;TIMEOUT;False;0.078;599;0.04
5;0;8;TIMEOUT;False;0.067;599;0.041
5;0;9;TIMEOUT;False;0.067;599;0.041
5;0;10;TIMEOUT;False;0.11;599;0.043
5;1;0;TIMEOUT;False;0.447;599;0.377
5;1;1;ÜTKÖZÉS;True;-0.014;137;0.396
5;1;2;TIMEOUT;False;0.283;599;0.42
5;1;3;TIMEOUT;False;0.227;599;0.42
5;1;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;1;5;SIKER;False;0.15;219;0.442
5;1;6;SIKER;False;0.153;212;0.459
5;1;7;SIKER;False;0.151;218;0.464
5;1;8;SIKER;False;0.151;209;0.47
5;1;9;SIKER;False;0.15;214;0.462
5;1;10;SIKER;False;0.15;214;0.462
5;2;0;TIMEOUT;False;0.447;599;0.377
5;2;1;ÜTKÖZÉS;True;-0.015;137;0.396
5;2;2;TIMEOUT;False;0.283;599;0.42
5;2;3;TIMEOUT;False;0.227;599;0.42
5;2;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;2;5;SIKER;False;0.15;219;0.442
5;2;6;SIKER;False;0.153;212;0.459
5;2;7;SIKER;False;0.151;218;0.464
5;2;8;SIKER;False;0.151;209;0.47
5;2;9;SIKER;False;0.15;214;0.462
5;2;10;SIKER;False;0.15;214;0.462
5;3;0;TIMEOUT;False;0.447;599;0.377
5;3;1;ÜTKÖZÉS;True;-0.001;136;0.398
5;3;2;TIMEOUT;False;0.283;599;0.42
5;3;3;TIMEOUT;False;0.227;599;0.42
5;3;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;3;5;SIKER;False;0.15;219;0.442
5;3;6;SIKER;False;0.153;212;0.459
5;3;7;SIKER;False;0.151;218;0.464
5;3;8;SIKER;False;0.151;209;0.47
5;3;9;SIKER;False;0.15;214;0.462
5;3;10;SIKER;False;0.15;214;0.462
5;4;0;TIMEOUT;False;0.447;599;0.377
5;4;1;ÜTKÖZÉS;True;-0.001;136;0.398
5;4;2;TIMEOUT;False;0.283;599;0.42
5;4;3;TIMEOUT;False;0.227;599;0.42
5;4;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;4;5;SIKER;False;0.15;219;0.442
5;4;6;SIKER;False;0.153;212;0.459
5;4;7;SIKER;False;0.151;218;0.464
5;4;8;SIKER;False;0.151;209;0.47
5;4;9;SIKER;False;0.15;214;0.462
5;4;10;SIKER;False;0.15;214;0.462
5;5;0;TIMEOUT;False;0.447;599;0.377
5;5;1;ÜTKÖZÉS;True;-0.001;136;0.398
5;5;2;TIMEOUT;False;0.283;599;0.42
5;5;3;TIMEOUT;False;0.227;599;0.42
5;5;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;5;5;SIKER;False;0.15;219;0.442
5;5;6;SIKER;False;0.153;212;0.459
5;5;7;SIKER;False;0.151;218;0.464
5;5;8;SIKER;False;0.151;209;0.47
5;5;9;SIKER;False;0.15;214;0.462
5;5;10;SIKER;False;0.15;214;0.462
5;6;0;TIMEOUT;False;0.447;599;0.377
5;6;1;ÜTKÖZÉS;True;-0.001;136;0.398
5;6;2;TIMEOUT;False;0.283;599;0.42
5;6;3;TIMEOUT;False;0.227;599;0.42
5;6;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;6;5;SIKER;False;0.15;219;0.442
5;6;6;SIKER;False;0.153;212;0.459
5;6;7;SIKER;False;0.151;218;0.464
5;6;8;SIKER;False;0.151;209;0.47
5;6;9;SIKER;False;0.15;214;0.462
5;6;10;SIKER;False;0.15;214;0.462
5;7;0;TIMEOUT;False;0.447;599;0.377
5;7;1;ÜTKÖZÉS;True;-0.001;136;0.398
5;7;2;TIMEOUT;False;0.283;599;0.42
5;7;3;TIMEOUT;False;0.227;599;0.42
5;7;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;7;5;SIKER;False;0.15;219;0.442
5;7;6;SIKER;False;0.153;212;0.459
5;7;7;SIKER;False;0.151;218;0.464
5;7;8;SIKER;False;0.151;209;0.47
5;7;9;SIKER;False;0.15;214;0.462
5;7;10;SIKER;False;0.15;214;0.462
5;8;0;TIMEOUT;False;0.447;599;0.377
5;8;1;ÜTKÖZÉS;True;-0.001;136;0.398
5;8;2;TIMEOUT;False;0.283;599;0.42
5;8;3;TIMEOUT;False;0.227;599;0.42
5;8;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;8;5;SIKER;False;0.15;219;0.442
5;8;6;SIKER;False;0.153;212;0.459
5;8;7;SIKER;False;0.151;218;0.464
5;8;8;SIKER;False;0.151;209;0.47
5;8;9;SIKER;False;0.15;214;0.462
5;8;10;SIKER;False;0.15;214;0.462
5;9;0;TIMEOUT;False;0.447;599;0.377
5;9;1;ÜTKÖZÉS;True;-0.001;136;0.398
5;9;2;TIMEOUT;False;0.283;599;0.42
5;9;3;TIMEOUT;False;0.227;599;0.42
5;9;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;9;5;SIKER;False;0.15;219;0.442
5;9;6;SIKER;False;0.153;212;0.459
5;9;7;SIKER;False;0.151;218;0.464
5;9;8;SIKER;False;0.151;209;0.47
5;9;9;SIKER;False;0.15;214;0.462
5;9;10;SIKER;False;0.15;214;0.462
5;10;0;TIMEOUT;False;0.447;599;0.377
5;10;1;ÜTKÖZÉS;True;-0.001;136;0.398
5;10;2;TIMEOUT;False;0.283;599;0.42
5;10;3;TIMEOUT;False;0.227;599;0.42
5;10;4;ÜTKÖZÉS;True;-0.015;136;0.429
5;10;5;SIKER;False;0.15;219;0.442
5;10;6;SIKER;False;0.153;212;0.459
5;10;7;SIKER;False;0.151;218;0.464
5;10;8;SIKER;False;0.151;209;0.47
5;10;9;SIKER;False;0.15;214;0.462
5;10;10;SIKER;False;0.15;214;0.462
6;0;0;TIMEOUT;False;0.135;599;0.026
6;0;1;TIMEOUT;False;0.139;599;0.026
6;0;2;TIMEOUT;False;0.139;599;0.026
6;0;3;TIMEOUT;False;0.14;599;0.028
6;0;4;TIMEOUT;False;0.14;599;0.028
6;0;5;TIMEOUT;False;0.14;599;0.028
6;0;6;TIMEOUT;False;0.078;599;0.04
6;0;7;TIMEOUT;False;0.078;599;0.04
6;0;8;TIMEOUT;False;0.078;599;0.04
6;0;9;TIMEOUT;False;0.067;599;0.041
6;0;10;TIMEOUT;False;0.067;599;0.041
6;1;0;TIMEOUT;False;0.447;599;0.377
6;1;1;ÜTKÖZÉS;True;-0.004;136;0.395
6;1;2;TIMEOUT;False;0.316;599;0.42
6;1;3;TIMEOUT;False;0.069;599;0.421
6;1;4;SIKER;False;0.153;394;0.439
6;1;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;1;6;SIKER;False;0.15;219;0.442
6;1;7;SIKER;False;0.153;212;0.459
6;1;8;SIKER;False;0.151;222;0.461
6;1;9;SIKER;False;0.151;219;0.463
6;1;10;SIKER;False;0.151;208;0.472
6;2;0;TIMEOUT;False;0.447;599;0.377
6;2;1;ÜTKÖZÉS;True;-0.005;136;0.395
6;2;2;TIMEOUT;False;0.316;599;0.42
6;2;3;TIMEOUT;False;0.069;599;0.421
6;2;4;SIKER;False;0.153;394;0.439
6;2;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;2;6;SIKER;False;0.15;219;0.442
6;2;7;SIKER;False;0.153;212;0.459
6;2;8;SIKER;False;0.151;222;0.461
6;2;9;SIKER;False;0.151;219;0.463
6;2;10;SIKER;False;0.151;208;0.472
6;3;0;TIMEOUT;False;0.447;599;0.377
6;3;1;ÜTKÖZÉS;True;-0.005;136;0.395
6;3;2;TIMEOUT;False;0.316;599;0.42
6;3;3;TIMEOUT;False;0.069;599;0.421
6;3;4;SIKER;False;0.153;394;0.439
6;3;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;3;6;SIKER;False;0.15;219;0.442
6;3;7;SIKER;False;0.153;212;0.459
6;3;8;SIKER;False;0.151;222;0.461
6;3;9;SIKER;False;0.151;219;0.463
6;3;10;SIKER;False;0.151;208;0.472
6;4;0;TIMEOUT;False;0.447;599;0.377
6;4;1;ÜTKÖZÉS;True;-0.02;136;0.395
6;4;2;TIMEOUT;False;0.316;599;0.42
6;4;3;TIMEOUT;False;0.069;599;0.421
6;4;4;SIKER;False;0.153;394;0.439
6;4;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;4;6;SIKER;False;0.15;219;0.442
6;4;7;SIKER;False;0.153;212;0.459
6;4;8;SIKER;False;0.151;222;0.461
6;4;9;SIKER;False;0.151;219;0.463
6;4;10;SIKER;False;0.151;208;0.472
6;5;0;TIMEOUT;False;0.447;599;0.377
6;5;1;ÜTKÖZÉS;True;-0.02;136;0.395
6;5;2;TIMEOUT;False;0.316;599;0.42
6;5;3;TIMEOUT;False;0.069;599;0.421
6;5;4;SIKER;False;0.153;394;0.439
6;5;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;5;6;SIKER;False;0.15;219;0.442
6;5;7;SIKER;False;0.153;212;0.459
6;5;8;SIKER;False;0.151;222;0.461
6;5;9;SIKER;False;0.151;219;0.463
6;5;10;SIKER;False;0.151;208;0.472
6;6;0;TIMEOUT;False;0.447;599;0.377
6;6;1;ÜTKÖZÉS;True;-0.02;136;0.395
6;6;2;TIMEOUT;False;0.316;599;0.42
6;6;3;TIMEOUT;False;0.069;599;0.421
6;6;4;SIKER;False;0.153;394;0.439
6;6;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;6;6;SIKER;False;0.15;219;0.442
6;6;7;SIKER;False;0.153;212;0.459
6;6;8;SIKER;False;0.151;222;0.461
6;6;9;SIKER;False;0.151;219;0.463
6;6;10;SIKER;False;0.151;208;0.472
6;7;0;TIMEOUT;False;0.447;599;0.377
6;7;1;ÜTKÖZÉS;True;-0.02;136;0.395
6;7;2;TIMEOUT;False;0.316;599;0.42
6;7;3;TIMEOUT;False;0.069;599;0.421
6;7;4;SIKER;False;0.153;394;0.439
6;7;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;7;6;SIKER;False;0.15;219;0.442
6;7;7;SIKER;False;0.153;212;0.459
6;7;8;SIKER;False;0.151;222;0.461
6;7;9;SIKER;False;0.151;219;0.463
6;7;10;SIKER;False;0.151;208;0.472
6;8;0;TIMEOUT;False;0.447;599;0.377
6;8;1;ÜTKÖZÉS;True;-0.02;136;0.395
6;8;2;TIMEOUT;False;0.316;599;0.42
6;8;3;TIMEOUT;False;0.069;599;0.421
6;8;4;SIKER;False;0.153;394;0.439
6;8;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;8;6;SIKER;False;0.15;219;0.442
6;8;7;SIKER;False;0.153;212;0.459
6;8;8;SIKER;False;0.151;222;0.461
6;8;9;SIKER;False;0.151;219;0.463
6;8;10;SIKER;False;0.151;208;0.472
6;9;0;TIMEOUT;False;0.447;599;0.377
6;9;1;ÜTKÖZÉS;True;-0.025;136;0.395
6;9;2;TIMEOUT;False;0.316;599;0.42
6;9;3;TIMEOUT;False;0.069;599;0.421
6;9;4;SIKER;False;0.153;394;0.439
6;9;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;9;6;SIKER;False;0.15;219;0.442
6;9;7;SIKER;False;0.153;212;0.459
6;9;8;SIKER;False;0.151;222;0.461
6;9;9;SIKER;False;0.151;219;0.463
6;9;10;SIKER;False;0.151;208;0.472
6;10;0;TIMEOUT;False;0.447;599;0.377
6;10;1;ÜTKÖZÉS;True;-0.004;135;0.4
6;10;2;TIMEOUT;False;0.316;599;0.42
6;10;3;TIMEOUT;False;0.069;599;0.421
6;10;4;SIKER;False;0.153;394;0.439
6;10;5;ÜTKÖZÉS;True;-0.015;136;0.429
6;10;6;SIKER;False;0.15;219;0.442
6;10;7;SIKER;False;0.153;212;0.459
6;10;8;SIKER;False;0.151;222;0.461
6;10;9;SIKER;False;0.151;219;0.463
6;10;10;SIKER;False;0.151;208;0.472
7;0;0;TIMEOUT;False;0.135;599;0.026
7;0;1;TIMEOUT;False;0.139;599;0.026
7;0;2;TIMEOUT;False;0.139;599;0.026
7;0;3;TIMEOUT;False;0.14;599;0.028
7;0;4;TIMEOUT;False;0.14;599;0.028
7;0;5;TIMEOUT;False;0.14;599;0.028
7;0;6;TIMEOUT;False;0.14;599;0.028
7;0;7;TIMEOUT;False;0.078;599;0.04
7;0;8;TIMEOUT;False;0.078;599;0.04
7;0;9;TIMEOUT;False;0.078;599;0.04
7;0;10;TIMEOUT;False;0.078;599;0.04
7;1;0;TIMEOUT;False;0.447;599;0.377
7;1;1;ÜTKÖZÉS;True;-0.004;136;0.395
7;1;2;SIKER;False;0.154;224;0.444
7;1;3;ÜTKÖZÉS;True;-0.009;119;0.413
7;1;4;TIMEOUT;False;0.227;599;0.42
7;1;5;ÜTKÖZÉS;True;-0.003;136;0.435
7;1;6;ÜTKÖZÉS;True;-0.015;136;0.429
7;1;7;SIKER;False;0.15;219;0.442
7;1;8;SIKER;False;0.153;212;0.458
7;1;9;SIKER;False;0.153;213;0.454
7;1;10;SIKER;False;0.151;215;0.466
7;2;0;TIMEOUT;False;0.447;599;0.377
7;2;1;ÜTKÖZÉS;True;-0.005;136;0.395
7;2;2;SIKER;False;0.154;224;0.444
7;2;3;ÜTKÖZÉS;True;-0.009;119;0.413
7;2;4;TIMEOUT;False;0.227;599;0.42
7;2;5;ÜTKÖZÉS;True;-0.003;136;0.435
7;2;6;ÜTKÖZÉS;True;-0.015;136;0.429
7;2;7;SIKER;False;0.15;219;0.442
7;2;8;SIKER;False;0.153;212;0.458
7;2;9;SIKER;False;0.153;213;0.454
7;2;10;SIKER;False;0.151;215;0.466
7;3;0;TIMEOUT;False;0.447;599;0.377
7;3;1;ÜTKÖZÉS;True;-0.005;136;0.395
7;3;2;SIKER;False;0.154;224;0.444
7;3;3;ÜTKÖZÉS;True;-0.009;119;0.413
7;3;4;TIMEOUT;False;0.227;599;0.42
7;3;5;ÜTKÖZÉS;True;-0.003;136;0.435
7;3;6;ÜTKÖZÉS;True;-0.015;136;0.429
7;3;7;SIKER;False;0.15;219;0.442
7;3;8;SIKER;False;0.153;212;0.458
7;3;9;SIKER;False;0.153;213;0.454
7;3;10;SIKER;False;0.151;215;0.466
7;4;0;TIMEOUT;False;0.447;599;0.377
7;4;1;ÜTKÖZÉS;True;-0.02;136;0.395
7;4;2;SIKER;False;0.154;224;0.444
7;4;3;ÜTKÖZÉS;True;-0.009;119;0.413
